Nome: JUIZ DE FORA
Codigo Estacao: A518
Latitude: -21.769965
Longitude: -43.364329
Altitude: 936.88
Situacao: Operante
Data Inicial: 2007-05-25
Data Final: 2020-01-01
Periodicidade da Medicao: Diaria

Data Medicao;PRECIPITACAO TOTAL, DIARIO (AUT)(mm);TEMPERATURA MAXIMA, DIARIA (AUT)(°C);TEMPERATURA MEDIA, DIARIA (AUT)(°C);TEMPERATURA MINIMA, DIARIA (AUT)(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA (AUT)(%);VENTO, VELOCIDADE MEDIA DIARIA (AUT)(m/s);
2017-01-06;12.6;30.4;23.745833;19.4;73.458333;2.229167;
2017-01-07;5.4;28.6;23.075;18.5;80.375;1.845833;
2017-01-08;20.8;27.7;22.125;18.7;79.25;2.254167;
2017-01-09;5.8;28.7;22.333333;18.9;81.083333;2.133333;
2017-01-10;10.4;30;22.808333;20.3;81.125;1.958333;
2017-01-11;19;28.2;21.633333;19.4;87;2.15;
2017-01-12;25.8;26;21.6;17.6;87.541667;2.1875;
2017-01-13;38;23.2;20.154167;19.2;93.416667;1.5125;
2017-01-14;19.8;26.3;21.008333;18.4;87.833333;1.0375;
2017-01-15;.2;26;21.341667;19.5;87.875;1.929167;
2017-01-16;.8;27.7;21.945833;19.4;84.458333;2.604167;
2017-01-17;.8;26.7;22.016667;18.9;72.666667;3.770833;
2017-01-18;.2;27.8;22.920833;18.8;66.333333;3.495833;
2017-01-19;0;28.2;23.270833;19.7;62.916667;2.791667;
2017-01-20;0;27.7;22.15;18.5;79;2.0125;
2017-01-21;0;26;21.279167;18;80.791667;2.304167;
2017-01-22;0;26.8;21.5;18.1;79.583333;2.841667;
2017-01-23;0;27.7;22.129167;17.8;75.166667;2.141667;
2017-01-24;0;27.5;22.820833;19.2;75.291667;1.825;
2017-01-25;0;28.8;22.95;19.5;76.916667;2.404167;
2017-01-26;3.8;29.1;23.4625;20.8;74.291667;3.0125;
2017-01-27;0;29.8;24.104167;19.7;65;2.066667;
2017-01-28;0;28.9;23.533333;19.5;71.375;2.995833;
2017-01-29;0;27.7;22.354167;18.7;74.416667;4.0875;
2017-01-30;0;27.5;22.029167;18.1;74.125;3.979167;
2017-01-31;0;27.1;21.725;17.7;70.541667;3.508333;
2017-02-01;0;26.6;20.579167;17.4;80.291667;2.245833;
2017-02-02;7.6;27.2;21.083333;17.8;79.75;2.391667;
2017-02-03;9.8;25.8;20.929167;19;88.833333;1.745833;
2017-02-04;3.4;26.4;20.591667;18.3;90.75;2.020833;
2017-02-05;5.6;26.3;21.333333;19.1;88.75;1.475;
2017-02-06;4.4;28.2;21.5625;18.4;85.541667;2.883333;
2017-02-07;1.2;27.1;21.7375;18.8;85.833333;2.154167;
2017-02-08;0;25.9;21.770833;19.5;84.083333;3.966667;
2017-02-09;0;24.7;20.683333;17.4;81.125;2.970833;
2017-02-10;0;26.7;21.454167;18.1;77.916667;2.3875;
2017-02-11;0;27.5;21.8375;17.4;76.416667;3.066667;
2017-02-12;0;27.2;22.216667;18.8;76.166667;3.566667;
2017-02-13;0;26.4;21.55;18.3;76.166667;3.6375;
2017-02-14;0;26.9;21.654167;18.1;77.166667;3.558333;
2017-02-15;0;27.6;22.041667;18.3;74.333333;3.004167;
2017-02-16;0;27.3;22.008333;17.7;71.833333;2.2625;
2017-02-17;0;28.6;22.516667;17.6;73.125;2.025;
2017-02-18;0;29.9;23.575;18.7;70.833333;2.158333;
2017-02-19;0;29.8;24.066667;19.1;67.041667;2.275;
2017-02-20;0;28.3;22.4625;18;72.625;2.941667;
2017-02-21;0;28.2;21.954167;18.2;72.416667;3.795833;
2017-02-22;0;27.6;21.391667;17.5;75.083333;2.55;
2017-02-23;0;29.1;22.704167;18.1;72.75;2.154167;
2017-02-24;0;30.3;23.341667;19.2;66.75;2.445833;
2017-02-25;0;26.7;20.891667;17.8;80.708333;2.175;
2017-02-26;8.2;22.1;19.783333;18;89.625;1.6875;
2017-02-27;7.6;24.8;19.354167;17.3;89.958333;2.733333;
2017-02-28;4.8;28.8;21.15;17.9;84.083333;2.320833;
2017-03-01;3.4;28.3;22.0875;18.7;80.916667;2.820833;
2017-03-02;.2;28.5;22.2875;19;78.083333;2.341667;
2017-03-03;.6;29.6;23.8;20.3;73.916667;1.779167;
2017-03-04;0;28.6;23.408333;19.8;74.875;1.391667;
2017-03-05;0;30.5;23.958333;20.5;72.75;2.5;
2017-03-06;0;29.8;22.804167;20;80;2.241667;
2017-03-07;0;27.3;21.875;19.7;86.5;1.941667;
2017-03-08;1.6;27.2;21.595833;19.5;86.208333;2.479167;
2017-03-09;4;27.3;21.583333;18.8;82.875;2.408333;
2017-03-10;0;28;22.820833;19;76.916667;1.670833;
2017-03-11;0;29.1;23.708333;19.8;66.791667;1.229167;
2017-03-12;0;28.7;23.258333;19.1;67.875;1.791667;
2017-03-13;0;29.8;23.395833;19.6;65.333333;3.608333;
2017-03-14;0;27.9;21.458333;19.1;83.333333;2.525;
2017-03-15;.4;26.2;21.175;17.5;78.083333;3.495833;
2017-03-16;0;27.3;22.191667;18.7;72.333333;2.429167;
2017-03-17;0;28.4;22.804167;18.6;72.25;1.4125;
2017-03-18;.2;26.6;20.920833;18.9;85.958333;3.7625;
2017-03-19;19.2;19.8;18.4125;17.3;95.75;2.658333;
2017-03-20;63.2;21.5;17.5875;15.7;90.625;3.25;
2017-03-21;.2;23.7;17.641667;14.3;80;3.791667;
2017-03-22;0;24.4;18.841667;14.7;79.708333;2.875;
2017-03-23;0;24.6;18.875;15.8;78.166667;.8;
2017-03-24;0;25.8;19.695833;15.6;74.708333;1.3625;
2017-03-25;0;27.2;20.4625;16.5;77.75;2.291667;
2017-03-26;1.2;24.8;19.5875;16.4;83.25;2.025;
2017-03-27;.2;24.5;19.3625;16.7;80.083333;3.195833;
2017-03-28;.6;23.5;18.258333;16.5;86.958333;3.279167;
2017-03-29;.6;23;17.420833;14.4;82.958333;3.766667;
2017-03-30;.2;23.4;17.708333;14.3;78.458333;3.295833;
2017-03-31;0;22.7;17.295833;14.9;81.833333;4.375;
2017-04-01;0;22.7;17.020833;14;76.125;4.379167;
2017-04-02;0;23.2;17.6875;14.2;78.958333;3.495833;
2017-04-03;0;25.4;19.054167;14.9;76.708333;2.295833;
2017-04-04;0;25.9;20.166667;16.6;75.625;1.9375;
2017-04-05;0;26.5;20.7625;16.7;75.416667;2.779167;
2017-04-06;0;29;22.266667;18.6;75.166667;2.316667;
2017-04-07;3.2;24.7;21.654167;20.4;83.708333;2.183333;
2017-04-08;1.4;24.6;20.75;19.7;93.375;1.670833;
2017-04-09;8.2;25.4;21.254167;19.1;88.041667;2.279167;
2017-04-10;7;26.3;21.483333;18.6;82.708333;2.3375;
2017-04-11;.2;26.6;21.629167;18.8;79.75;1.2;
2017-04-12;0;24;20.2625;18.1;86.875;1.633333;
2017-04-13;1.8;21.7;17.841667;16;90.75;4.208333;
2017-04-14;1;23.2;18.645833;16.2;87.833333;1.975;
2017-04-15;0;24;19.491667;17.2;85.541667;2.454167;
2017-04-16;0;25.9;20.1875;17.1;83.083333;1.441667;
2017-04-17;0;25.6;20.491667;18.3;83.208333;1.45;
2017-04-18;13;22.2;17.1125;15.3;88.958333;3.808333;
2017-04-19;0;21.6;17.0625;13.8;81.083333;1.4;
2017-04-20;.4;21.6;17.466667;14.4;80.708333;1.879167;
2017-04-21;.2;23.3;18.15;14.9;82.416667;2.395833;
2017-04-22;0;24.5;18.779167;16.3;84.875;3.225;
2017-04-23;16;21.1;17.25;15.5;90.5;4.379167;
2017-04-24;0;20.2;16.920833;14.4;88.708333;2.429167;
2017-04-25;0;22.3;17.958333;15.5;88.333333;2.195833;
2017-04-26;0;25;19.9625;16.9;85.125;3.070833;
2017-04-27;.2;25.1;20.316667;18.3;86.5;2.954167;
2017-04-28;10.2;18;16.0875;15.3;94.25;4.395833;
2017-04-29;.4;16;14.395833;13.4;97.333333;2.775;
2017-04-30;9;18.1;15.483333;13.6;92.333333;3.075;
2017-05-01;.2;19.9;16.466667;14.3;83.291667;2.675;
2017-05-02;0;17.6;15.4875;13.4;87.625;2.4625;
2017-05-03;0;20.2;16.716667;13.8;83.583333;1.979167;
2017-05-04;0;21.9;17.5125;14;82.791667;2.129167;
2017-05-05;0;23.4;18.033333;14.7;87.125;2.2125;
2017-05-06;20.4;23.6;17.783333;15.5;89.958333;1.75;
2017-05-07;17.4;21;16.9125;14.3;85.375;3.8875;
2017-05-08;.2;23.2;17.641667;14;81.083333;1.354167;
2017-05-09;0;23.8;18.683333;15.6;83.333333;1.258333;
2017-05-10;0;23.3;19.133333;16.9;72.916667;1.8375;
2017-05-11;0;19.8;16.5125;15.6;86.833333;4.525;
2017-05-12;0;20.8;15.766667;12.2;78.041667;2.2375;
2017-05-13;0;22.4;16.658333;12;80.041667;1.941667;
2017-05-14;0;27.1;20.0625;14.9;71.541667;3.766667;
2017-05-15;0;21;18.025;14.9;77.125;2.495833;
2017-05-16;0;18.7;15.654167;14.3;87.875;2.845833;
2017-05-17;0;17;15.004167;13.4;88.875;0;
2017-05-18;0;16.7;14.775;13.6;92.708333;.525;
2017-05-19;3;15;14.045833;13.2;94.958333;3.908333;
2017-05-20;39.6;18.7;16.225;13.6;95.583333;2.25;
2017-05-21;.2;18.5;17.275;15.8;96;2.904167;
2017-05-22;4.8;20.9;17.720833;17.2;95.583333;3.8875;
2017-05-23;13;22;17.333333;14.8;85.125;2.845833;
2017-05-24;.2;21.5;16.904167;14.5;89.708333;2.4625;
2017-05-25;0;20.5;17.583333;15.7;92.125;2.5875;
2017-05-26;.2;20.3;17.620833;16.4;89.083333;2.575;
2017-05-27;0;23.8;18.170833;14.6;78.333333;2.191667;
2017-05-28;0;22.2;18.25;14.3;79.958333;1.854167;
2017-05-29;0;22.9;18.1375;15.2;79.666667;2.308333;
2017-05-30;0;22.8;17.954167;14.5;74.666667;1.941667;
2017-05-31;0;22.2;17.558333;13.8;78.041667;1.2625;
2017-06-01;0;24.7;19.175;15;74.5;1.895833;
2017-06-02;0;24.9;19.079167;16.6;72.166667;3.4375;
2017-06-03;0;18.1;14.65;11.8;88.708333;2.266667;
2017-06-04;0;23.1;17.95;14.3;87.833333;1.645833;
2017-06-05;0;24;19.5;16.1;83.75;2.0625;
2017-06-06;0;25.2;20.129167;16.7;81.125;1.7125;
2017-06-07;0;27.8;21.4125;17;73.708333;1.345833;
2017-06-08;0;25.9;21.154167;18.1;70.083333;2.691667;
2017-06-09;0;27;21.233333;17;69.833333;2.2125;
2017-06-10;0;20.6;15.575;12.1;85.166667;2.5625;
2017-06-11;0;18.4;14.666667;12.3;92.458333;1.616667;
2017-06-12;0;20.7;16.879167;14.1;91.541667;2.620833;
2017-06-13;2.4;21.5;17.470833;14.4;86.833333;1.908333;
2017-06-14;11.4;19.2;16.679167;15.4;93.208333;2.629167;
2017-06-15;.2;20.8;15.820833;13.5;88.125;3.258333;
2017-06-16;.2;19.3;15.495833;12.9;87.875;1.545833;
2017-06-17;0;21.3;16.566667;14;85.125;2.316667;
2017-06-18;0;22.7;17.820833;14.3;73.458333;1.970833;
2017-06-19;0;23.9;18.725;13.5;59.333333;1.554167;
2017-06-20;0;21.1;17.216667;14.8;82.958333;1.925;
2017-06-21;0;19.2;15.395833;13.2;88.708333;3.208333;
2017-06-22;0;19;15.320833;13.1;90.666667;2.758333;
2017-06-23;0;19.9;15.995833;13.7;85.083333;2.458333;
2017-06-24;0;20;16.079167;14;86.875;2.204167;
2017-06-25;0;19.7;15.0875;12;81.75;2.083333;
2017-06-26;.2;17;14.383333;12.3;88.833333;1.841667;
2017-06-27;.2;17.4;14.279167;10.7;89.375;1.716667;
2017-06-28;.2;21.1;16.333333;13.6;82.458333;1.695833;
2017-06-29;0;20.7;16.475;12.9;72.25;1.625;
2017-06-30;0;22.7;17.204167;11.8;60.75;1.983333;
2017-07-01;0;21.4;17.491667;14.2;61.041667;3.033333;
2017-07-02;0;15.1;13.2125;12.2;86.333333;5.704167;
2017-07-03;0;16;12;9.7;78.708333;1.966667;
2017-07-04;0;15.9;11.616667;8.7;80.083333;2.5375;
2017-07-05;0;16.8;12.441667;10;87;2.633333;
2017-07-06;.4;18.4;13.675;10.8;86.291667;3.070833;
2017-07-07;1;18.3;14.2125;12.1;89.458333;2.204167;
2017-07-08;.4;19.3;14.370833;12.1;88.041667;4.004167;
2017-07-09;0;19.3;14.704167;12.1;86.458333;3.725;
2017-07-10;.4;19.2;15.475;13.1;83.166667;2.991667;
2017-07-11;0;20.6;15.858333;11.8;80.166667;1.55;
2017-07-12;0;19.9;15.916667;13.5;84.416667;1.25;
2017-07-13;0;20.3;15.95;13.9;81.958333;1.75;
2017-07-14;0;19.6;15.620833;13.4;82.25;1.158333;
2017-07-15;0;18.9;15.304167;12.2;83.041667;2.5875;
2017-07-16;0;21.4;16.0125;12.2;79.083333;1.654167;
2017-07-17;0;23.2;17.645833;13.9;64.416667;1.133333;
2017-07-18;0;20.5;15.6875;13.6;74.75;2.229167;
2017-07-19;0;14.1;11.6375;10.3;92.458333;3.733333;
2017-07-20;0;18.7;13.920833;11.1;84.875;1.4;
2017-07-21;0;21.9;16.2875;12.2;76.333333;1.366667;
2017-07-22;0;22.7;17.745833;14;68.291667;.033333;
2017-07-23;0;20.9;15.579167;12.6;76.75;.629167;
2017-07-24;0;21;16.175;12.4;74.916667;2.108333;
2017-07-25;0;20.8;16.791667;14.3;77.375;0;
2017-07-26;0;20.9;16.05;12.7;73.625;1.2625;
2017-07-27;0;20.6;14.9625;11;72.958333;2.2875;
2017-07-28;0;19.9;14.5375;11.6;76.541667;2.254167;
2017-07-29;1.8;17.8;14.058333;12.8;91.291667;3.845833;
2017-07-30;1.4;19.4;14.891667;12.1;77.833333;3.233333;
2017-07-31;0;20.4;15.375;12.3;74.5;1.8;
2017-08-01;0;20.9;15.979167;12.4;67.375;1.679167;
2017-08-02;0;21.5;16.329167;12.3;60.166667;1.0625;
2017-08-03;0;24;18.454167;14.3;62.833333;1.733333;
2017-08-04;0;20.3;16.045833;13.1;75.958333;3.6;
2017-08-05;0;19.8;13.791667;11.7;81.5;4.629167;
2017-08-06;0;18.3;12.904167;9.9;79.25;1.995833;
2017-08-07;0;19.7;13.9625;9.5;76.416667;.6625;
2017-08-08;0;24;17.120833;12;65.291667;1.558333;
2017-08-09;0;28.5;20.766667;15;55.25;1.954167;
2017-08-10;0;23.8;17.691667;13.7;76.375;1.779167;
2017-08-11;0;20.4;15.325;12.3;78.541667;1.695833;
2017-08-12;0;18;14.366667;12.4;88.375;1.9375;
2017-08-13;0;16.8;14.008333;12.1;89.458333;1.5125;
2017-08-14;0;26.6;18.245833;13.2;74.041667;1.3;
2017-08-15;0;18.5;15.695833;14.2;93;2.304167;
2017-08-16;0;21.7;16.866667;13.9;81.458333;1.808333;
2017-08-17;0;19.2;16.008333;14.4;90.416667;.883333;
2017-08-18;3.4;19.6;16.041667;14.1;94.25;2.054167;
2017-08-19;6;22.3;17.391667;14.5;87.333333;2.5375;
2017-08-20;0;24.8;18.55;14.7;77.291667;2.445833;
2017-08-21;5.6;16.3;13.791667;13.2;91.833333;5.066667;
2017-08-22;0;15.5;12.670833;11;89.833333;3.9625;
2017-08-23;0;15.7;13.125;11.1;87.125;3.379167;
2017-08-24;0;15.2;13.3375;12;90.416667;3.1125;
2017-08-25;0;19.6;14.0375;9.6;75;3.2;
2017-08-26;0;21.2;15.475;11.1;71.291667;.875;
2017-08-27;0;21.4;15.479167;10.6;74.5;.0625;
2017-08-28;0;24;17.845833;11.1;63;.029167;
2017-08-29;0;23.9;17.841667;12.4;63.75;.183333;
2017-08-30;0;27.4;20.083333;13.6;57.75;1.104167;
2017-08-31;0;22.8;18.479167;16.7;69.166667;4.508333;
2017-09-01;0;20.7;15.570833;13.1;85.708333;2.108333;
2017-09-02;0;19.4;14.6125;11.8;73.166667;2.204167;
2017-09-03;0;19.2;14.475;11.5;74.333333;3.041667;
2017-09-04;0;21.7;15.6125;11.1;72.708333;1.7125;
2017-09-05;0;24.2;17.916667;12.5;57.5;.575;
2017-09-06;0;26.5;20.020833;15;49.458333;.570833;
2017-09-07;0;25;18.625;13;63.458333;1.3625;
2017-09-08;0;23.5;17.479167;11.8;65.416667;1.941667;
2017-09-09;0;24.4;18.070833;13.5;67.583333;1.283333;
2017-09-10;0;24.3;18.745833;14.7;72.125;2.216667;
2017-09-11;0;25.9;19.3;15.3;71.541667;2.741667;
2017-09-12;0;26.2;19.979167;15.2;54.458333;2.466667;
2017-09-13;0;24.4;18.804167;14;69.5;1.904167;
2017-09-14;0;26.8;20.258333;15;59.875;2.216667;
2017-09-15;0;28.5;22.1;16.9;49.291667;.808333;
2017-09-16;0;26;21.066667;16.7;54.458333;1.433333;
2017-09-17;0;26;19.666667;14.8;66.041667;1.641667;
2017-09-18;0;25.3;19.495833;14.6;66.291667;1.6875;
2017-09-19;0;25.4;19.216667;14.2;66.166667;1.620833;
2017-09-20;0;24.5;18.595833;14.2;67.875;1.329167;
2017-09-21;0;24.3;18.566667;14.5;67.75;1.829167;
2017-09-22;0;24.8;18.908333;13.5;65.166667;1.245833;
2017-09-23;0;26.7;20.291667;15.4;52.791667;.879167;
2017-09-24;0;26.5;20.420833;15.8;57;1.570833;
2017-09-25;0;23.5;17.725;13.7;66.208333;2.979167;
2017-09-26;0;24.4;17.966667;14;69.125;2.458333;
2017-09-27;0;26.8;19.325;14.6;70.125;2.620833;
2017-09-28;0;29.5;21.7625;16.2;61.083333;1.8;
2017-09-29;2.6;22.7;18.254167;15.3;82.916667;2.033333;
2017-09-30;6.4;20;16.4125;15.8;92.375;3.8875;
2017-10-01;9.8;28.3;20.720833;15.4;68.083333;2.720833;
2017-10-02;0;28;21.820833;18.5;71.666667;3.154167;
2017-10-03;31.6;19.8;17.604167;16.2;91;2.45;
2017-10-04;.8;17.8;14.458333;13.1;92.583333;3.025;
2017-10-05;0;23.6;18.091667;13.2;76.5;3.425;
2017-10-06;0;28.9;21.708333;16.5;66.208333;1.179167;
2017-10-07;0;27.3;20.5875;15.5;73.208333;2.875;
2017-10-08;0;26.1;20.05;16.5;73.166667;2.404167;
2017-10-09;0;27.7;20.8375;15.2;69.416667;1.966667;
2017-10-10;0;30.1;23.991667;18.4;51.666667;.691667;
2017-10-11;0;30.5;24.9875;19.5;47.541667;1.383333;
2017-10-12;0;31.6;25.6125;20.7;45.375;1.820833;
2017-10-13;0;30.1;24.75;19.5;47.083333;1.6125;
2017-10-14;0;32.1;25.058333;20.3;43.625;3.066667;
2017-10-15;0;22.8;18.629167;17.5;85.666667;5.070833;
2017-10-16;0;21.1;17.4875;14.9;83.291667;3.133333;
2017-10-17;0;23.7;18.679167;15.5;78.291667;3.854167;
2017-10-18;0;26.8;20.345833;15.9;66.791667;3.75;
2017-10-19;0;28.1;21.4;15.6;57.166667;2.925;
2017-10-20;0;31.1;24.204167;19.1;42.916667;2.0625;
2017-10-21;0;28.8;21.366667;16.7;71.791667;1.604167;
2017-10-22;4.2;30.5;21.270833;18.3;77.333333;3.233333;
2017-10-23;33.4;19.6;17.529167;15.8;93.875;2.179167;
2017-10-24;2;21.3;16.666667;14;92.625;2.670833;
2017-10-25;0;24;18.920833;15.1;83.291667;2.55;
2017-10-26;0;24.2;19.566667;15.5;77.666667;2.095833;
2017-10-27;0;27.2;22.545833;18.4;63.916667;1.741667;
2017-10-28;3.6;26.5;21.425;17.3;75.375;2.895833;
2017-10-29;0;26.4;22.408333;20.6;75.458333;2.458333;
2017-10-30;26.6;26.6;21.283333;17.1;76.625;2.966667;
2017-10-31;5.8;27.8;20.041667;17.5;82.541667;5.104167;
2017-11-01;0;18.6;16.6125;14.9;80.958333;5.295833;
2017-11-02;0;20.8;16.125;12.4;79.458333;3.508333;
2017-11-03;0;24.2;18.354167;14;76.916667;3.7375;
2017-11-04;0;25.1;20.716667;16.9;72.791667;3.108333;
2017-11-05;0;28.4;21.204167;19.6;78.291667;2.416667;
2017-11-06;.6;19.6;16.858333;16.2;90.791667;3.941667;
2017-11-07;0;20.9;16.3375;13.6;82.291667;2.525;
2017-11-08;0;20;15.758333;13.1;85.166667;3.645833;
2017-11-09;0;20.6;17.104167;14.1;87.166667;2.95;
2017-11-10;0;24.4;19.033333;16.4;87.916667;2.495833;
2017-11-11;0;23.8;18.7625;18;91.916667;3.295833;
2017-11-12;21;26.4;19.8125;14.9;73.375;2.445833;
2017-11-13;0;26.7;19.9;14.8;58.666667;2.654167;
2017-11-14;0;26;18.416667;13.1;71.25;1.270833;
2017-11-15;0;26.9;19.6375;14;73.708333;2.425;
2017-11-16;0;29.3;22.570833;16.8;65.166667;2.941667;
2017-11-17;0;29.3;23.716667;18.9;60.625;2.3625;
2017-11-18;0;27.9;22.129167;18.4;73.833333;1.725;
2017-11-19;3.4;24.7;21.0125;19.3;84.791667;2.2875;
2017-11-20;63;20.9;19.2625;18.7;93.291667;2.2875;
2017-11-21;18.8;24.1;19.691667;17.7;90.583333;1.483333;
2017-11-22;38.6;22.7;19.7625;18.4;90.125;3.129167;
2017-11-23;20.6;17.7;15.729167;14.1;94.166667;3.866667;
2017-11-24;2;21.8;17.245833;14.1;91.041667;2.6;
2017-11-25;0;26.5;20.916667;16.9;81.125;2.9125;
2017-11-26;.4;24.1;21.1125;18.9;79.541667;3.141667;
2017-11-27;0;25.3;20.466667;19.3;84.875;2.595833;
2017-11-28;33.2;26.3;20.225;17;85.541667;3.7125;
2017-11-29;0;23.2;18.866667;15.9;80.333333;3.3;
2017-11-30;2.6;21.4;17.1375;15;90.875;2.854167;
2017-12-01;16.4;18.7;17.266667;16;93.875;1.3375;
2017-12-02;10.4;23.7;18.9625;16.2;86.375;1.8375;
2017-12-03;1.2;22.3;19.295833;17.2;91.416667;2.591667;
2017-12-04;7.8;24.7;20.629167;17.9;89.791667;2.283333;
2017-12-05;.8;27.4;21.829167;18.8;84.541667;3.3125;
2017-12-06;3.4;24.3;19.458333;16.5;82.458333;3.616667;
2017-12-07;0;21.2;18.05;15.7;87;3.070833;
2017-12-08;7;22.9;19.4375;17.7;92.416667;2.858333;
2017-12-09;6.2;25.9;20.420833;17.8;87.291667;3.345833;
2017-12-10;.2;27.6;21.279167;17.6;72.75;2.3875;
2017-12-11;0;27.5;21.204167;18.8;81.75;2.725;
2017-12-12;8;24.3;18.979167;16.5;82.708333;4.904167;
2017-12-13;1.6;22.8;18.016667;15.4;85.916667;2.795833;
2017-12-14;0;24.5;19.029167;15.3;82.416667;.716667;
2017-12-15;0;27.3;20.991667;17.8;80.166667;1.4875;
2017-12-16;0;29.2;22.370833;17.6;73.125;1.445833;
2017-12-17;0;29.7;23.2625;19.1;67.625;2.633333;
2017-12-18;0;29.5;23.566667;19;65.25;1.85;
2017-12-19;2.2;28.2;22.633333;18.6;71.791667;2.120833;
2017-12-20;.2;28.5;22.133333;17.7;73.833333;1.9875;
2017-12-21;0;26.6;22.15;19.7;77.875;2.129167;
2017-12-22;0;26.3;21.654167;18.7;76.666667;1.395833;
2017-12-23;0;29.7;23.829167;18.9;68.583333;1.608333;
2017-12-24;0;29.5;24.383333;20.7;71.5;.829167;
2017-12-25;8;29.8;23.545833;21.6;75.708333;2.108333;
2017-12-26;.2;30.1;22.375;18.8;80.416667;2.016667;
2017-12-27;1.4;28.7;22.233333;19.3;84.083333;.6875;
2017-12-28;3.4;27;21.65;19.1;85.25;1.529167;
2017-12-29;5;23.3;20.654167;18.6;87.458333;1.395833;
2017-12-30;2;21.5;20.0375;18.6;92.291667;2.479167;
2017-12-31;15;26.3;20.758333;18.5;86.75;3.241667;
2018-01-01;9.4;29.8;22.183333;19;77.875;3.079167;
2018-01-02;20;29.5;23.083333;18.9;79.833333;1.729167;
2018-01-03;0;28.1;23.008333;20.1;76.458333;3.283333;
2018-01-04;3.4;21.8;18.7125;18.3;93.041667;4.316667;
2018-01-05;22;24.9;19.379167;17;91.708333;1.720833;
2018-01-06;22.8;25.8;21.020833;18.2;85.5;2.0875;
2018-01-07;0;27.6;22.1125;20.4;83;.145833;
2018-01-08;28.4;26.5;20.708333;17.1;86;1.095833;
2018-01-09;.4;26.7;21.504167;17.6;77.708333;2.295833;
2018-01-10;0;27.4;21.808333;18.3;73.5;3.65;
2018-01-11;0;26.1;20.966667;16.8;77.458333;.445833;
2018-01-12;0;26.5;20.441667;17.9;84.666667;.1875;
2018-01-13;11.6;27.2;21.033333;17.8;81.541667;2.658333;
2018-01-14;31;26.9;20.175;16.5;84.75;2.591667;
2018-01-15;4.2;27.4;20.858333;17.9;84.583333;1.6875;
2018-01-16;8;29.6;22.641667;17.7;75.75;.166667;
2018-01-17;.4;29.6;24.370833;20.5;71.5;.9625;
2018-01-18;0;30.1;24.695833;19.9;59.416667;2.466667;
2018-01-19;0;30.6;25.279167;20.5;53.583333;1.495833;
2018-01-20;0;30.5;23.491667;19.1;70.125;2.3125;
2018-01-21;0;28.3;22.929167;18.7;74.083333;1.929167;
2018-01-22;1.4;29.3;22.520833;19.9;75.166667;2.554167;
2018-01-23;16.8;28;21.804167;17.6;79.708333;2.266667;
2018-01-24;10.2;29.3;22.916667;18.5;77.208333;1.466667;
2018-01-25;0;28.4;22.908333;18.7;73.458333;1.966667;
2018-01-26;0;28.5;21.220833;18.9;82.875;1.004167;
2018-01-27;27.2;25.2;20.65;17.4;86.958333;3.158333;
2018-01-28;0;28.2;21.904167;17.9;79.541667;1.2125;
2018-01-29;0;28.7;21.858333;19.5;83.791667;1.858333;
2018-01-30;33.8;22.8;19.308333;18.3;94.083333;2.870833;
2018-01-31;18.6;21;18.070833;15.8;86.041667;3.191667;
2018-02-01;1.4;25.9;19.804167;15.5;77.833333;2.495833;
2018-02-02;0;25.9;20.725;17.3;80.333333;2.020833;
2018-02-03;0;27.2;20.4125;17.1;79.625;3.25;
2018-02-04;26;20.5;17.820833;16.9;95.208333;2.979167;
2018-02-05;18.2;17.3;15.841667;14.1;95.666667;2.5125;
2018-02-06;32.8;24.3;18.529167;14.7;92.375;1.766667;
2018-02-07;27;25.6;19.8125;17.3;88.458333;2.291667;
2018-02-08;.2;27.5;21.683333;18.1;79.25;2.075;
2018-02-09;.6;28;22.25;17.7;79.416667;2.6625;
2018-02-10;0;28.8;23.433333;20.2;80.875;2.3375;
2018-02-11;0;29.4;23.366667;18.7;73.291667;2.770833;
2018-02-12;0;29.1;24.020833;19.9;61.625;2.491667;
2018-02-13;0;27.8;23.441667;20.6;69.083333;2.6625;
2018-02-14;0;27.1;21.6625;18.2;79.416667;3.079167;
2018-02-15;0;26.1;21.295833;17.9;77.208333;3.141667;
2018-02-16;0;27.6;21.4875;17.7;74.291667;3.1125;
2018-02-17;0;26.9;21.5875;17.6;76.875;1.9875;
2018-02-18;.2;27.1;20.4625;17.9;84.5;2.533333;
2018-02-19;6.6;24.5;19.983333;17.4;89.166667;1.395833;
2018-02-20;1.2;26.2;21.5875;18.9;85.958333;2.283333;
2018-02-21;6.4;27.8;21.6125;19.1;87.458333;2.55;
2018-02-22;12.2;26.4;22.345833;19.5;85.416667;1.933333;
2018-02-23;18.4;24.4;20.558333;19.2;89.75;2.458333;
2018-02-24;.6;24.1;19.75;17.3;87.125;2.070833;
2018-02-25;48.6;21.9;19.4;17.2;89.791667;1.5625;
2018-02-26;.4;25.5;20.058333;17.8;88.041667;2.1125;
2018-02-27;25;25.6;19.95;17.1;90.208333;1.858333;
2018-02-28;34.6;27;21.55;17.6;90.208333;1.608333;
2018-03-01;5.8;27.2;22.016667;19.7;89.166667;1.075;
2018-03-02;0;29.4;22.1125;20.5;89.375;1.633333;
2018-03-03;4.2;28.5;22.333333;19.3;85.375;1.6125;
2018-03-04;.4;27.2;22.141667;19.1;87.208333;1.333333;
